group,pairIndex,randomSeed,amplitudeCurl,curlMultiplier,pivotDepth,forwardGain,verticalAngleRatio,propagationDirectionDeg,frontFaceAngleDeg,epsilonFront,epsilonRear,asymmetry,angleInReference,frontSteeper,valid,errorMessage
G0 No-breaking,53,1058717077,0.226566087902187,0,0.913274978066919,1.10087535155991,1.59385079903014,180,4.00666264398953,0.0781077571137789,0.0424163490271622,1.84145403612557,0,1,1,
G0 No-breaking,54,1822166926,0.21920457491044,0,0.976740990744905,1.08618208545103,1.57789178922442,0,7.97112884218271,0.0931615583239344,0.0368949161582176,2.52505136275217,0,1,1,
G0 No-breaking,55,662908828,0.215217806696793,0,0.92306313895919,1.02601556686221,1.61436260489499,180,10.6172915911025,0.105066782270154,0.0483743778982741,2.17195107895956,0,1,1,
G0 No-breaking,56,1733745105,0.214468441633521,0,0.960451381546268,0.995839558317339,1.56873672780057,0,5.50232408513382,0.0931566600033381,0.0406017619435221,2.29439944337689,0,1,1,
G0 No-breaking,57,767710335,0.220767241112951,0,0.929179039702365,1.08450554512026,1.57870520474828,0,6.30669220649331,0.0761243653663043,0.0372091389571907,2.04585130158174,0,1,1,
G0 No-breaking,58,585464374,0.22639755329265,0,0.942876198763744,0.992778929333256,1.60217239662225,0,4.21146671629223,0.0955164560157081,0.0491425673306178,1.94366027670267,0,1,1,
G0 No-breaking,59,1422132667,0.211478934536772,0,0.896110870364401,1.06102716474245,1.62874534670561,0,2.05570549465389,0.0636298476710987,0.0291527925675277,2.18263301958845,0,1,1,
G0 No-breaking,60,1541811578,0.201207690799163,0,0.975832207584708,1.11384834476907,1.61709124302504,0,4.22125784337163,0.0729576464034101,0.0358223179784515,2.03665341944921,0,1,1,
G0 No-breaking,61,633047925,0.22069824910961,0,0.960081462617138,1.08956331487563,1.61113090014171,180,6.91208454837056,0.0782148845422985,0.0402125729710415,1.94503556384278,0,1,1,
G0 No-breaking,62,1453551607,0.219623081824373,0,0.956636143369315,0.987402213218146,1.57259007180703,0,7.03485829821564,0.106219157781944,0.0544744089080805,1.94989096552066,0,1,1,
G0 No-breaking,63,2112068487,0.194621800091758,0,0.92428738645518,1.01643902133604,1.56267716704621,180,11.8181317236921,0.137584120489269,0.0555617686719386,2.47623723610433,0,1,1,
G0 No-breaking,64,60104149,0.227739835493507,0,0.887155065186889,0.991164639119065,1.55176954817051,180,4.71943508231245,0.0419350708574881,0.0241417079308274,1.73703828153516,0,1,1,
G0 No-breaking,65,1581634654,0.208973038075629,0,0.859619868901557,1.11423110778709,1.62472868631945,0,3.09245399124151,0.113505713255508,0.0540578969053148,2.09970642132674,0,1,1,
G0 No-breaking,66,1624901972,0.196534303723456,0,0.866694886464177,1.08692219285798,1.60313032761699,180,6.22963394430358,0.0582946856472114,0.029801006970285,1.95613140540311,0,1,1,
G0 No-breaking,67,1213672979,0.216971313981343,0,0.949387078714292,1.06575706086509,1.60828224678847,0,11.5215658949446,0.112964059404647,0.0402376793249856,2.80741984378065,0,1,1,
G0 No-breaking,68,1641739556,0.212692338239258,0,0.949038445311135,0.981381461741604,1.55100550015866,180,10.6468058835947,0.132726559230709,0.0537273307864305,2.47037322137415,0,1,1,
G0 No-breaking,69,1024913093,0.213659533894174,0,0.905479044189744,1.11079161040171,1.57815602326801,0,6.52577930093202,0.0747935498103899,0.0299881099325183,2.49410683029695,0,1,1,
G0 No-breaking,70,1141331834,0.201845253152221,0,0.934103115463388,1.10869155279505,1.63244359396946,180,0.362841630702785,0.0694179427327509,0.0335611447957373,2.06840211069224,0,1,1,
G0 No-breaking,71,930813870,0.190464583242556,0,0.927929317931997,1.02262554113991,1.61691559118018,0,1.37191220342945,0.0641600646691401,0.0297841573725463,2.15416752828065,0,1,1,
G0 No-breaking,72,1749452000,0.203829809723979,0,0.919262765701242,1.09442974641435,1.60221052903948,0,5.34707203099515,0.0720310427437691,0.0329670149048551,2.18494282699405,0,1,1,
G0 No-breaking,73,987541412,0.193188028250307,0,0.958692388808316,1.01899210554037,1.55032121223013,0,6.13508024279358,0.0963982018010369,0.0535412648396267,1.80044685327813,0,1,1,
G0 No-breaking,74,1006158563,0.201281423836343,0,0.872793206412086,1.02401886846405,1.60885745439561,180,10.6660910614168,0.128565396988551,0.0487729731949377,2.63599671225078,0,1,1,
G0 No-breaking,75,69692183,0.227965291648214,0,0.887162789748015,1.10136376871464,1.55217966192806,0,3.04094879796798,0.107101144127407,0.054019329649682,1.98264482032567,0,1,1,
G0 No-breaking,76,294551016,0.203398151725356,0,0.886307574493301,1.10904301348213,1.60235549541375,180,3.89341063775764,0.0805900201081095,0.0357649204279734,2.25332586075255,0,1,1,
G0 No-breaking,77,441991233,0.195500593792718,0,0.960615630585065,1.05635675863074,1.62118582962685,180,5.46329335200478,0.0464822078916079,0.0261261794918074,1.77914294381174,0,1,1,
G0 No-breaking,78,502807380,0.212765701163126,0,0.974378921607993,1.11353286255528,1.55562017797446,180,0.127837235402547,0.0569146778781547,0.0282277001466219,2.01627045712281,0,1,1,
