group,requestedCount,validCount,passCount,passRate,angleMean,angleCi95,rxMean,rxCi95,ryMean,ryCi95
Original,100,100,0,0,6.69376074998344,1.65489783509256,0.0448188683352871,0.000765925136877736,0.00210355323861929,0.000147266751213763
Corrected,100,100,82,0.82,68.1028406013342,0.345246735528668,0.0563981055213915,0.000507937945959174,0.0528972913599701,0.000587368317805232
