U10,Seed,Group,MssAlong,MssCross,MssTotal,Gamma,PrimaryMssLinear,PrimaryMssModified,ShortWaveMss,DeltaPrimaryMss,DeltaTotalMss,RelativeDeltaPrimaryMss,RelativeDeltaTotalMss,ElevationSkewness,ElevationExcessKurtosis,AlongSlopeSkewness,AlongSlopeExcessKurtosis,CrossSlopeSkewness,CrossSlopeExcessKurtosis,MssNumericalRelativeError,HermitianResidual,RieszEnergyRatio,LiePreProjectionHermitianResidual,DragCoefficient,RawShortWaveCoefficient,WindFactorMode,DimensionalStatus
1,15,Linear Elfouhaily,0.011565479211998,0.00691701101462195,0.0184824902266199,0.773352364051108,0.0082295688771912,0.00828218439968991,0.0102529213494287,5.26155224987133e-05,5.26155224987133e-05,0.00639347252376012,0.00284677669803024,-0.0492311130895912,0.131958798919629,0.0275590809507362,0.204063647449661,0.0343613432944794,-0.0404143126208032,4.21583074852125e-16,1.95154480896179e-16,1,0,0.000865,-0.0105671455545726,direction_only,consistent
1,15,Modified Lie Nonlinear,0.0116107000809364,0.00692440566818222,0.0185351057491187,0.772257346045259,0.0082295688771912,0.00828218439968991,0.0102529213494287,5.26155224987133e-05,5.26155224987133e-05,0.00639347252376012,0.00284677669803024,-0.020352381505913,0.145940079993205,0.100915056179268,0.206463876448839,0.0471457277427343,-0.0332451111338048,5.02685782086694e-15,1.95521060705012e-16,1,0,0.000865,-0.0105671455545726,direction_only,consistent
1,16,Linear Elfouhaily,0.0114988563601602,0.00670231295332024,0.0182011693134804,0.763457783015634,0.00842857889804852,0.00848014375119276,0.00977259041543188,5.1564853144245e-05,5.15648531442467e-05,0.00611785851066588,0.00283305167135916,0.0436161662502881,-0.0879253758264502,-0.0205251241592338,-0.00668203064188999,-0.00656154504707242,-0.0555527077703037,1.0290723364875e-15,2.55990150493685e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
1,16,Modified Lie Nonlinear,0.0115391972909328,0.00671353687569181,0.0182527341666246,0.762759964721612,0.00842857889804852,0.00848014375119276,0.00977259041543188,5.1564853144245e-05,5.15648531442467e-05,0.00611785851066588,0.00283305167135916,0.0768962702325315,-0.0637435916648452,0.0390003418070263,0.0230337131800598,0.0111234871206703,-0.0505445800733546,2.0456297992977e-16,2.55893055644234e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
1,17,Linear Elfouhaily,0.0119266934289132,0.00704597897584464,0.0189726724047579,0.768618163948465,0.00825573773771224,0.00832682399040045,0.0107169346670456,7.10862526882051e-05,7.10862526882051e-05,0.00861052699911758,0.00374677068004286,-0.0404312200088661,-0.161658197916205,0.0237353095656506,-0.0949480812601164,0.0297352578890841,-0.0106465279108789,1.680986999432e-15,2.1609697496993e-16,0.999999999999996,0,0.000865,-0.0105671455545726,direction_only,consistent
1,17,Modified Lie Nonlinear,0.011989878396571,0.00705388026087508,0.0190437586574461,0.76701993663712,0.00825573773771224,0.00832682399040045,0.0107169346670456,7.10862526882051e-05,7.10862526882051e-05,0.00861052699911758,0.00374677068004286,-0.00933559928412063,-0.157667055559066,0.0794832344066685,-0.0660162147883598,0.0416120672369854,-0.00548826275628223,1.66663638186821e-15,2.15613924252788e-16,0.999999999999996,0,0.000865,-0.0105671455545726,direction_only,consistent
1,18,Linear Elfouhaily,0.0115163228070085,0.00673005785515853,0.018246380662167,0.764455982855617,0.00834480766840531,0.00839611464488155,0.00990157299376168,5.13069764762376e-05,5.13069764762342e-05,0.00614837136037221,0.00281189883222248,-0.0155123225973669,-0.0173987837336251,-0.0150923127447663,0.0680474846437846,-0.0349914864203751,0.0877940397333363,5.40489513570971e-15,3.36703448363041e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
1,18,Modified Lie Nonlinear,0.0115590381084468,0.00673864953019645,0.0182976876386432,0.763529088333217,0.00834480766840531,0.00839611464488155,0.00990157299376168,5.13069764762376e-05,5.13069764762342e-05,0.00614837136037221,0.00281189883222248,0.015226930042385,-0.0020125174766874,0.0554080958831378,0.0399448401095426,-0.0202161417696767,0.0789861876614815,1.239661593021e-15,3.37069836669774e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
1,19,Linear Elfouhaily,0.0113301072650047,0.0070008355475984,0.0183309428126031,0.786064036708613,0.00844409071605415,0.0085059984953346,0.00988685209654893,6.19077792804491e-05,6.19077792804526e-05,0.00733149149650279,0.00337722832444216,-0.0543651608411053,-0.0484704972049221,0.0454621340537308,0.0215855552012152,0.0191157238217737,-0.0226945653649513,0,1.94981309727765e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
1,19,Modified Lie Nonlinear,0.0113896365134183,0.00700321407846518,0.0183928505918835,0.78414029007882,0.00844409071605415,0.0085059984953346,0.00988685209654893,6.19077792804491e-05,6.19077792804526e-05,0.00733149149650279,0.00337722832444216,-0.0201474783699953,-0.0368217701503148,0.110129614883416,0.0463678369728613,0.0297699449904704,-0.0195950100803861,2.03941192433584e-15,1.95123667902997e-16,0.999999999999998,0,0.000865,-0.0105671455545726,direction_only,consistent
