U10,Series,Kmax,MssTotal
10,cumulative,8.13236926143541,0.0233161818702889
10,cumulative,8.4369565212478,0.0234719149144926
10,cumulative,8.75295169871096,0.0236263505788688
10,cumulative,9.08078206246771,0.0237795401158795
10,cumulative,9.42089088394938,0.0239315385249843
10,cumulative,9.77373803673929,0.0240824047784564
10,cumulative,10.1398006183847,0.0242322016370355
10,cumulative,10.5195735954977,0.0243809954504952
10,cumulative,10.913570473018,0.0245288561582064
10,cumulative,11.3223239885414,0.0246758571972486
10,cumulative,11.7463868326539,0.0248220752708238
10,cumulative,12.1863323962452,0.0249675905875887
10,cumulative,12.6427555458109,0.0251124864963566
10,cumulative,13.1162734277936,0.0252568493433587
10,cumulative,13.6075263030494,0.0254007683950806
10,cumulative,14.1171784125675,0.0255443357027396
10,cumulative,14.6459188756152,0.0256876458234651
10,cumulative,15.1944626215212,0.025830796069311
10,cumulative,15.7635513563574,0.0259738860092331
10,cumulative,16.3539545658272,0.0261170173833287
10,cumulative,16.966470555715,0.0262602939742318
10,cumulative,17.601927531305,0.0264038214510891
10,cumulative,18.2611847172275,0.026547707071611
10,cumulative,18.9451335192482,0.0266920599505554
10,cumulative,19.6546987295703,0.0268369904823785
10,cumulative,20.3908397772803,0.0269826103215428
10,cumulative,21.1545520256269,0.0271290322360523
10,cumulative,21.946868117888,0.0272763699472814
10,cumulative,22.7688593736455,0.0274247379080346
10,cumulative,23.6216372373561,0.0275742514825678
10,cumulative,24.5063547811754,0.0277250264659987
10,cumulative,25.4242082640694,0.0278771790804727
10,cumulative,26.3764387493199,0.0280308258562895
10,cumulative,27.3643337826114,0.0281860834935995
10,cumulative,28.3892291329691,0.0283430687478315
10,cumulative,29.4525105989009,0.0285018985327654
10,cumulative,30.5556158821859,0.0286626895790028
10,cumulative,31.7000365318445,0.0288255584516801
10,cumulative,32.8873199609153,0.0289906214819142
10,cumulative,34.1190715387698,0.029157994667515
10,cumulative,35.3969567617906,0.0293277936682942
10,cumulative,36.7227035053502,0.0295001338649879
